"Name","Year","origin"
"islambeka saidtsilimovich albiyev",2008,"Slawic"
"janez albreht",1976,"Balkans"
"jos gerardo alcala garca",1984,"Hispanic"
"mara jos alcal izguerra",1988,"Hispanic"
"ral alcal gallegos",1984,"Hispanic"
"rubn alcala",1976,"Hispanic"
"agustn alcntara estrada",1968,"Hispanic"
"moiss aldape chvez",2008,"Hispanic"
"ibrahim erikovych aldatov",2008,"Slawic"
"anil alexander aldrin",1996,"India"
"josip jozo alebi",1972,"Balkans"
"jannet alegria pea",2012,"Hispanic"
"juan manuel alejndrez rodrguez",1968,"Hispanic"
"nadezhda valeryevna aleksandrova",2006,"Slawic"
"nataliya yuryevna aleksandrova",2004,"Slawic"
"yuliya ivanovna aleksandrova",2000,"Slawic"
"aleksandr vyacheslavovich alekseyev",2004,"Slawic"
"aleksandr yuryevich alekseyev",1998,"Slawic"
"denis sergeyevich alekseyev",2008,"Slawic"
"igor alekseyev",1996,"Slawic"
"svetlana yuryevna alekseyeva",1996,"Slawic"
"aleksandar aleksi",2012,"Balkans"
"milan aleksi",2012,"Balkans"
"ilya leonidovich aleksiyevich",2012,"Slawic"
"burhanettin eref alemdar",1936,"Turkey"
"aleksandr apollonovich alenitsyn",1912,"Slawic"
"macarena alexanderson lvarez",1992,"Hispanic"
"yevgeny vasilyevich aleynikov",1996,"Slawic"
"antonio alfaro ramos",1992,"Hispanic"
"enrique alfaro rojas",1996,"Hispanic"
"isaac alfaro loza",1948,"Hispanic"
"abdullah ali",1964,"Arabic"
"ahmed ali",1996,"Arabic"
"ahmed ali salem khamis alabri",2012,"Arabic"
"ahmed khalaf khalaf ali",1948,"Arabic"
"farag ali",1984,"Arabic"
"fouad m ali",1964,"Arabic"
"hamed ali",1976,"Arabic"
"hamza abdel mohamed ali",1952,"Arabic"
"imam hassan ali bechara",1936,"Arabic"
"lahoussine xavier ali",2008,"Arabic"
"mohamed helal ali",1984,"Arabic"
"shaukat ali",1928,"India"
"syed ali",1976,"India"
"syed mushtaq ali",1964,"India"
"sayed zeeshan ali",1988,"India"
"sadegh ali akbarzadeh khoi",1960,"Persian"
"mohamed sid ali djouadi",1972,"Arabic"
"ahmed ali ahmed saleh",2008,"Arabic"
"rahim aliabadi",1972,"Persian"
"mohammad alidjanimomer",1976,"Persian"
"tjoeij lin alienilin",1972,"SouthEastAsia"
"sergey gennadyevich alifirenko",2000,"Slawic"
"mirko alilovi",2008,"Balkans"
"nataliya adamovna alimova trandenkova",2008,"Slawic"
"jamal alalioui",2004,"Arabic"
"aleksey aleksandrovich alipov",2000,"Slawic"
"margarita sergeyevna aliychuk",2008,"Slawic"
"olesya murtazaliyevna aliyeva",1998,"Slawic"
"firouz alizadeh fard",1972,"Persian"
"kimia alizadeh zenoorin",2016,"Persian"
"jafar alizadeh koldkeshi",1976,"Persian"
"yksel alkan",1952,"Turkey"
"alkindi",1988,"SouthEastAsia"
"david alkon gruspan",1972,"Hispanic"
"ikhlef ahmed hadj allah",1984,"Arabic"
"mohamed allalou",1996,"Arabic"
"ahmed issam allam",1952,"Arabic"
"dalia allam",2004,"Arabic"
"mohamed abdel khalek allam",1948,"Arabic"
"heba allejji",2016,"Arabic"
"richard james allen",1928,"India"
"samuel thomas allen",1996,"AngloSaxon"
"hussan ali allouba",1920,"Arabic"
"moustafa allozy",1992,"Arabic"
"jess antonio almada flix",1952,"Hispanic"
"alberto almanza gonzlez",1960,"Hispanic"
"rubn almanza garca",1952,"Hispanic"
"jos rubn almanzor martnez",1972,"Hispanic"
"houshmand almasi",1964,"Persian"
"azul lizeth almazn lpez",2000,"Hispanic"
"anna aleksandrovna alminova",2008,"Slawic"
"aarno aksel arno almqvist",1912,"Slawic"
"kseniya alekseyevna alopina",2014,"Slawic"
"kamel alalouini",2012,"Arabic"
"mohamed alouini",1984,"Arabic"
"mikhail surenovich misha aloyan",2012,"Slawic"
"bobby aloysius",2004,"India"
"vedat alp alpagut",1996,"Turkey"
"abdul aziz alpak",2000,"Turkey"
"yaar alpaslan",1936,"Turkey"
"alfrds karls alslbens",1912,"Slawic"
"flix altamirano medina",1968,"Hispanic"
"gabriel altamirano tames",1964,"Hispanic"
"roberto altamirano snchez",1972,"Hispanic"
"kamil altan",1952,"Turkey"
"orhan altan",1960,"Turkey"
"mehmet altin",1984,"Turkey"
"elif altnkaynak",1996,"Turkey"
"sait altnordu",1936,"Turkey"
"akn altok",1952,"Turkey"
"pavlo serhiyovych altukhov",2016,"Slawic"
"ahmet altun",1984,"Turkey"
"klementmile alujevi",1948,"Balkans"
"roberto alva",1972,"Hispanic"
"alberto lvarez muoz",2016,"Hispanic"
"damian lvarez arcos",1992,"Hispanic"
"francisco jos lvarez",1932,"Hispanic"
"hctor alvarez ayala",1968,"Hispanic"
"ignacio lvarez prez",1976,"Hispanic"
"jos rosario lvarez garca",1980,"Hispanic"
"jos lvarez crespo",1968,"Hispanic"
"jos luis lvarez alvarez",1968,"Hispanic"
"juan manuel lvarez lvarez",1972,"Hispanic"
"luis antonio lvarez murillo",2012,"Hispanic"
"jos manuel lvarez",1932,"Hispanic"
"roberto adolfo alvrez hojel",1988,"Hispanic"
"samuel lvarez",1996,"Hispanic"
"rosman alwi",1984,"SouthEastAsia"
"ahmed fouad aly",1984,"Arabic"
"ahmed kamel aly",1952,"Arabic"
"ahmed mahmoud aly",1972,"Arabic"
"attia elsayed aly",1976,"Arabic"
"ihab aly",1984,"Arabic"
"mohamed aly reda",2004,"Arabic"
"mohamed aly",1948,"Arabic"
"mohamed ahmed adel aly",1952,"Arabic"
"nariman aly",2016,"Arabic"
"ramadan aly",1988,"Arabic"
"maksim nikolayevich alyoshin",2000,"Slawic"
"yevgeny yuryevich alyoshin",2004,"Slawic"
"ivan vladimirovich alypov",2006,"Slawic"
"murat alyz",1948,"Turkey"
"ampol amaluktipituk",1984,"SouthEastAsia"
"hassan noureldin aman",1968,"Arabic"
"junaidah aman",1972,"SouthEastAsia"
"mohamed amanissi",2008,"Arabic"
"misa amano",2004,"Japan"
"shin amano",1998,"Japan"
"yoshihiro amano",1964,"Japan"
"khayri amar",1984,"Arabic"
"mourad sedegh amara",1980,"Arabic"
"martn amarillas",1988,"Hispanic"
"nauraj singh randhawa amarjit singh",2016,"SouthEastAsia"
"mubarak ismail amber",1984,"Arabic"
"roman ambroi",1988,"Balkans"
"shenny ratna amelia",2000,"SouthEastAsia"
"moustafa amin amer",1988,"Arabic"
"maha amer",2016,"Arabic"
"mohamed amer",2016,"Arabic"
"mohamed mahmoud amer",2008,"Arabic"
"mohamed abdelraham sayed amer",2016,"Arabic"
"moustafa amer",1988,"Arabic"
"nourhan muhammad mahmud amer",2012,"Arabic"
"mohamed ameur",2008,"Arabic"
"hilda amezaga harfuch",1972,"Hispanic"
"alejandro amezcua carried",1972,"Hispanic"
"norma amezcua guajardo",1968,"Hispanic"
"fuad anwar amin",1996,"Arabic"
"jehangoo amin",1948,"India"
"mohamed amin",1936,"Arabic"
"mohamed salah amin",1972,"Arabic"
"mashallah amin sorour",1964,"Persian"
"amir amini",2008,"Persian"
"vladislav viktorovich aminov",2000,"Slawic"
"mamadou amir",1964,"Arabic"
"hasli izwan amir hasan",2008,"SouthEastAsia"
"iraj amirakhori",1988,"Persian"
"mansour amirasefi",1964,"Persian"
"benik amirian",1956,"Persian"
"savitree amitrapai",2016,"SouthEastAsia"
"habib ammar",1976,"Arabic"
"hussain ammouta",1992,"Arabic"
"thongdy amnouayphone",1996,"SouthEastAsia"
"guillermo j amparan",1924,"Hispanic"
"eduardo ampudia nio de rivera",1992,"Hispanic"
"veronica ampudia nio de rivera",1992,"Hispanic"
"noureddine amrabat",2012,"Arabic"
"rafik amrane",2000,"Arabic"
"marwa alamri",2008,"Arabic"
"anand amritraj",1988,"India"
"vijay amritraj",1988,"India"
"juraj amel",1948,"Balkans"
"iryna vitalivna amshennikova",2004,"Slawic"
"mohamed amsif",2012,"Arabic"
"mohamed amyn",2004,"Arabic"
"an weijiang",2006,"China"
"an yulong",1998,"China"
"an zhongxin",1996,"China"
"yasemin ecem anagz",2016,"Turkey"
"takamasa anai",2012,"Japan"
"lolita volodymyrivna ananasova",2016,"Slawic"
"kandiah anandarajah",1964,"SouthEastAsia"
"anis viktorovich ananenko",2012,"Slawic"
"yekaterina igorevna ananina",2010,"Slawic"
"lyudmila arkadyevna ananko",2002,"Slawic"
"tatyana vasilyevna ananko",2000,"Slawic"
"mohsen muhammad abdul mohsen anany youssef mustapha",2008,"Arabic"
"yuliya igorevna anashkina",2006,"Slawic"
"svetlana anastasovskiobuina",1980,"Balkans"
"virginia anchestegui rabasa",1972,"Hispanic"
"anton pavlovich anchin",2012,"Slawic"
"jos andrs anchondo garca",1988,"Hispanic"
"mario ani",2000,"Balkans"
"brian anderson",1964,"AngloSaxon"
"ganpatrao krishnaji ganpat andhalkarpatil",1964,"India"
"kazuaki ando",1998,"Japan"
"kenkichi ando",1972,"Japan"
"kozue ando",2004,"Japan"
"masaya ando",1984,"Japan"
"miki ando",2006,"Japan"
"mikiko ando",2016,"Japan"
"misako ando",1996,"Japan"
"taro ando",2000,"Japan"
"yasuhiro ando",1992,"Japan"
"yuya ando",2004,"Japan"
"hernn andrade yaez",1988,"Hispanic"
"michael andrew",1964,"SouthEastAsia"
"marian andrewsheffernan",2012,"AngloSaxon"
"georgy aleksandrovich andreyev",2004,"Slawic"
"igor valeryevich andreyev",2004,"Slawic"
"vladimir vladimirovich andreyev",1912,"Slawic"
"sofya denisovna andreyeva",2016,"Slawic"
"vera sergeyevna andreyeva",2008,"Slawic"
"viktoriya olegovna andreyeva",2012,"Slawic"
"yekaterina igorevna andreyeva",2012,"Slawic"
"tatyana valeryevna andrianova",2004,"Slawic"
"dragan andri",1984,"Balkans"
"yevheniya serhivna andrieieva",2000,"Slawic"
"valeriy oleksandrovych andriitsev",2012,"Slawic"
"dmytro andriyev",1996,"Slawic"
"aleksandr leonidovich andriyevsky",1998,"Slawic"
"yury vladimirovich andronov",2004,"Slawic"
"alona anatolivna andruk",2012,"Slawic"
"vyacheslav dmitriyevich andrusenko",2016,"Slawic"
"yekaterina sergeyevna andryushina",2008,"Slawic"
"reza anduz",1988,"Persian"
"imtiaz anees",2000,"India"
"kang keam anthony ang",1996,"SouthEastAsia"
"adriana angeles lozada",2000,"Hispanic"
"ellen angelinawaty",2000,"SouthEastAsia"
"patrick paddy anglim",1928,"AngloSaxon"
"heriberto anguiano de la fuente",1932,"Hispanic"
"alfredo angulo lpez",2004,"Hispanic"
"deyanira angulo chias",2008,"Hispanic"
"damir ani",1968,"Balkans"
"yekaterina yevgenyevna anikeyeva",2000,"Slawic"
"aleksandr vladimirovich anishchenko",2004,"Slawic"
"anisi",1992,"SouthEastAsia"
"artyom alekseyevich anisimov",2014,"Slawic"
"maksim viktorovich anisimov",2006,"Slawic"
"nina valentinovna anisimova",2000,"Slawic"
"subbaiah anjaparavanda bopaiah",1996,"India"
"majda ankele samaluk",1964,"Balkans"
"andrija ankovi",1960,"Balkans"
"ali annabi",1960,"Arabic"
"izuo anno",1932,"Japan"
"noriko anno",1996,"Japan"
"vadim vladimirovich anokhin",2016,"Slawic"
"roman sergeyevich anoshkin",2016,"Slawic"
"sajjad anoushiravani hamlabad",2012,"Persian"
"chakir ansari",2016,"Arabic"
"berland anthony",1952,"India"
"joseph anthony",1952,"India"
"joseph anthony joe antic",1960,"India"
"sava anti",1956,"Balkans"
"seema antil",2004,"India"
"oleg vladimirovich antonenko",1998,"Slawic"
"edvard antonijevi",1928,"Balkans"
"semyon sergeyevich antonov",2012,"Slawic"
"serhiy antonov",2000,"Slawic"
"aleksandra ivanovna antonova",2012,"Slawic"
"aleksandra viktorovna antonova",2008,"Slawic"
"diana ivanovna antonova",2012,"Slawic"
"olena anatolivna antonova",1996,"Slawic"
"yelena anatolyevna antonova",1996,"Slawic"
"yekaterina anatolyevna antonyuk",1998,"Slawic"
"tatyana andreyevna antoshina",2012,"Slawic"
"maryna mykolavna antsybor",2010,"Slawic"
"duan antunovi",1972,"Balkans"
"nataliya nikolayevna antyukh",2004,"Slawic"
"mohamad khairul anuar",2012,"SouthEastAsia"
"andrey anufriyenko",1994,"Slawic"
"nataliya valeryevna anufriyenko",2008,"Slawic"
"abolfazl anvari",1968,"Persian"
"jermin anwar",2004,"Arabic"
"mohamed sameh anwar",1952,"Arabic"
"mostafa anwar",2004,"Arabic"
"rashid mian anwar",1936,"India"
"yelena fyodorovna anyushina",2016,"Slawic"
"marija anzulovi",2000,"Balkans"
"aleksandar aneli",1964,"Balkans"
"ao changrong",2008,"China"
"talimeren ao",1948,"India"
"ao tegen",1996,"China"
"chamleunesouk aooudomphonh",2004,"SouthEastAsia"
"kumao aochi",1936,"Japan"
"seiji aochi",1968,"Japan"
"ai aoki",2008,"Japan"
"chika aoki",2016,"Japan"
"fumiko aoki",1992,"Japan"
"kanae aoki",2014,"Japan"
"masanori aoki",1952,"Japan"
"masayo aoki",1952,"Japan"
"mayumi aoki nishiguti",1972,"Japan"
"norichika aoki",2008,"Japan"
"sayaka aoki",2008,"Japan"
"tomomi aoki",2016,"Japan"
"yukiyoshi aoki",1952,"Japan"
"mohamed aomar",1968,"Arabic"
"noboru aomi",1960,"Japan"
"ryo aono",2010,"Japan"
"reiko aonuma fujisawa",1976,"Japan"
"shinji aoto",1988,"Japan"
"redouane aouachria",1996,"Arabic"
"fatima aouam",1988,"Arabic"
"moussa aouanouk",2000,"Arabic"
"sad aouita",1984,"Arabic"
"tarek aouni",1996,"Arabic"
"ayari aoyama",1996,"Japan"
"shigeru aoyama",1992,"Japan"
"toru aoyanagi",1988,"Japan"
"eref apak",2004,"Turkey"
"nikolay sergeyevich apalikov",2012,"Slawic"
"aleksandr viktorovich apanasenok",2004,"Slawic"
"kiradech aphibarnrat",2016,"SouthEastAsia"
"andrejs apstis",1912,"Slawic"
"salaheddine aqqal",2004,"Arabic"
"enrique aquino busquets",1980,"Hispanic"
"javier ignacio aquino carmona",2012,"Hispanic"
"mostafa arab",1964,"Persian"
"reyhan arabacolu",2004,"Turkey"
"mohamed alnaceur arafat",2016,"Arabic"
"rababe arafi",2016,"Arabic"
"yoshimitsu aragaki",1972,"Japan"
"atsushi arai",2016,"Japan"
"hirooki arai",2016,"Japan"
"marie arai",1998,"Japan"
"masao arai",1976,"Japan"
"nobuo arai",1928,"Japan"
"riichi arai",1956,"Japan"
"ryohei arai",2016,"Japan"
"satoru arai",1972,"Japan"
"shigeo arai",1936,"Japan"
"shu arai",2004,"Japan"
"takahiro arai",2008,"Japan"
"toru arai",1932,"Japan"
"yoshinori arai",1968,"Japan"
"yuko arai",1996,"Japan"
"miguel araico lvarez",1932,"Hispanic"
"eriko arakawa",2004,"Japan"
"hachiro arakawa",1964,"Japan"
"shizuka arakawa",1998,"Japan"
"daizou araki",1984,"Japan"
"erika araki",2008,"Japan"
"kumi araki",1988,"Japan"
"masahiro araki",2008,"Japan"
"miharu araki",1998,"Japan"
"nobuhiro araki",1968,"Japan"
"toshiaki araki",1964,"Japan"
"yugo araki",1960,"Japan"
"yuko arakida",1976,"Japan"
"gilda aranda rojas",1956,"Hispanic"
"mate arapov",2000,"Balkans"
"franjo arapovi",1988,"Balkans"
"toru arase",1972,"Japan"
"yota arase",2000,"Japan"
"yukiya arashiro",2012,"Japan"
"yukie arata",1932,"Japan"
"kazuo araya",1972,"Japan"
"hicham arazi",1996,"Arabic"
"khalil arbaji",1980,"Arabic"
"michael ludwig hariyanto arbi",1996,"SouthEastAsia"
"anelija arbutina arenac",1988,"Balkans"
"ivan ivo aranin",1924,"Balkans"
"federico arce granados",1968,"Hispanic"
"richard archibald",2004,"AngloSaxon"
"sailom ard",2008,"SouthEastAsia"
"fouad aref",1980,"Arabic"
"fidel arellano",1932,"Hispanic"
"jos de jess arellano alcocer",1996,"Hispanic"
"miguel arellano moreno",1964,"Hispanic"
"ral arellano gallo",1964,"Hispanic"
"carlos arena",1996,"Hispanic"
"milan areina",1980,"Balkans"
"ricardo arguello",1932,"Hispanic"
"i ketut ariana",2016,"SouthEastAsia"
"ferhat arcan",2016,"Turkey"
"fikret arcan",1936,"Turkey"
"achad arifin",1956,"SouthEastAsia"
"polat kemboi arkan",2012,"Turkey"
"mehmet saim arkan",1928,"Turkey"
"yosuke arimitsu",1964,"Japan"
"yuko arimori wilson",1992,"Japan"
"hikoroku arimoto",1936,"Japan"
"shuji arinaga",1972,"Japan"
"yoshiharu arino",2006,"Japan"
"ramil kamilyevich aritkulov",2004,"Slawic"
"panus ariyamongkol",1972,"SouthEastAsia"
"surapong ariyamongkol",1972,"SouthEastAsia"
"mohamed alarjaoui",2008,"Arabic"
"boonsong arjtaweekul",1960,"SouthEastAsia"
"taweesit arjtaweekul",1964,"SouthEastAsia"
"anna arkhipenko",2008,"Slawic"
"dmitry nikolayevich arkhipov",2002,"Slawic"
"yevgeny valeryevich arkhipov",2014,"Slawic"
"anna valeryevna arkhipova",2000,"Slawic"
"cihat arman",1936,"Turkey"
"rushdy armanios",1984,"Arabic"
"shirley armstrong",1960,"AngloSaxon"
"zlatan arnautovi",1980,"Balkans"
"gojko arneri",1960,"Balkans"
"pedro aroche de los monteros",1972,"Hispanic"
"sarce aronggear",2004,"SouthEastAsia"
"abdessalem arous",2000,"Arabic"
"tania karina arrayales macas",2016,"Hispanic"
"luis arredondo cepeda",1972,"Hispanic"
"nicols arredondo ibez",1976,"Hispanic"
"ren arredondo cepeda",1964,"Hispanic"
"sonia arredondo",1968,"Hispanic"
"marcia arriaga larrinua",1968,"Hispanic"
"eduardo arrillaga arjona",1984,"Hispanic"
"erdoan arsal",1964,"Turkey"
"hayri arsebk",1936,"Turkey"
"milorad mikica arsenijevi",1928,"Balkans"
"boris nikolayevich arsenyev",1912,"Slawic"
"rza arseven",1948,"Turkey"
"yasin arslan",2000,"Turkey"
"abas arslanagi",1972,"Balkans"
"mer arslanolu",2008,"Turkey"
"andrea arsovi",2012,"Balkans"
"mario alberto arteaga herrera",1992,"Hispanic"
"olga dmitriyevna arteshina",2000,"Slawic"
"ivan nikolayevich arteyev",2006,"Slawic"
"mykhailo vasylovych artiukhov",1998,"Slawic"
"sedat artu",2004,"Turkey"
"sergey yevgenyevich artyukhin",2008,"Slawic"
"akiko aruga",1972,"Japan"
"toyofumi aruga",1964,"Japan"
"michael arulraj",1964,"SouthEastAsia"
"zorana arunovi",2012,"Balkans"
"krisada arunwong",1960,"SouthEastAsia"
"andrey nikolayevich aryamnov",2008,"Slawic"
"hassan aryanfard",1976,"Persian"
"tatyana alekseyevna aryasova khmeleva",2008,"Slawic"
"marina aleksandrovna arzamasova katovich",2012,"Slawic"
"mohammad arzandeh",2012,"Persian"
"yelena vladimirovna arzhakova",2012,"Slawic"
"man asaad",2016,"Arabic"
"mao asada",2010,"Japan"
"masako asada",1988,"Japan"
"shinobu asagoe",2000,"Japan"
"nobuharu asahara",1996,"Japan"
"kentaro asahi",2008,"Japan"
"eriko asai",1988,"Japan"
"isao asai",1968,"Japan"
"kiyoshi asai",1964,"Japan"
"tadashi asai",1956,"Japan"
"yoshiro asakuma",1936,"Japan"
"haydar aan",1928,"Turkey"
"suat f aani",1936,"Turkey"
"mayumi asano",2000,"Japan"
"noriko asano",1972,"Japan"
"ryo asano",1988,"Japan"
"sakiyo asano",2012,"Japan"
"takuma asano",2016,"Japan"
"dmitry sergeyevich asanov",2016,"Slawic"
"kanji asanuma",1960,"Japan"
"junko asari",1996,"Japan"
"masakatsu asari",1968,"Japan"
"pyotr petrovich asayonok",2016,"Slawic"
"taketsugu asazaka",1956,"Japan"
"konomi asazu",2010,"Japan"
"riyadh mohammed asfahani",1980,"Arabic"
"jeangabriel asfar",1948,"Arabic"
"andrey viktorovich ashchev",2016,"Slawic"
"mohamed asheri",2004,"Persian"
"ali ashkani aghbolagh",2000,"Persian"
"aditi ashok",2016,"India"
"kumar ashok",1980,"India"
"farzan ashour zadeh fllah",2016,"Persian"
"kazem ashtari",1948,"Persian"
"ebrahim ashtiyani",1972,"Persian"
"scar asiain ruiz",1968,"Hispanic"
"victor asirvatham",1964,"SouthEastAsia"
"hossein askari",2000,"Persian"
"rouhollah askari gandomani",2012,"Persian"
"sardar mohammad aslam",1932,"India"
"erdin aslan",1992,"Turkey"
"nazm aslangil",1936,"Turkey"
"samvel ovikovich aslanyan",2008,"Slawic"
"aziz asli manesh",1964,"Persian"
"takeharu  aso",1928,"Japan"
"taro aso",1976,"Japan"
"salah assad",1980,"Arabic"
"johanis johny assadoma",1984,"SouthEastAsia"
"eduardo assam rabay",1948,"Hispanic"
"khalid assar",2016,"Arabic"
"omar muhammadi muhammad muhammad assar",2012,"Arabic"
"samer zuhair assassa",1980,"Arabic"
"sarkis assatourian",1976,"Persian"
"sonia asselah",2012,"Arabic"
"mehdi assous",1996,"Arabic"
"anton viktorovich astakhov",2016,"Slawic"
"sutham aswanit",1968,"SouthEastAsia"
"sanaa atabrour",2012,"Arabic"
"choucri atafi",2012,"Arabic"
"burhan atak",1928,"Turkey"
"hurit atak",2012,"Turkey"
"mahmut atalay",1964,"Turkey"
"adil atan",1952,"Turkey"
"rfan atan",1952,"Turkey"
"yahya atan",1984,"SouthEastAsia"
"aleksandar atanackovi",1948,"Balkans"
"aleksandar atanasijevi",2012,"Balkans"
"valentina atanaskovski",1984,"Balkans"
"serkan atasay",1996,"Slawic"
"demir atasoy",2008,"Turkey"
"mariam atchak",1976,"Persian"
"zer atei",1968,"Turkey"
"hseyin atc",2012,"Turkey"
"celal atik doan",1948,"Turkey"
"damir atikovi",1996,"Balkans"
"dennis atiyeh",1988,"Arabic"
"joseph atiyeh",1984,"Arabic"
"smet atl",1952,"Turkey"
"mert atl",2016,"Turkey"
"sleyman atl",2016,"Turkey"
"mohamed atmani",1960,"Arabic"
"igor stepanovich atrokhov",2008,"Slawic"
"safouane attaf",2008,"Arabic"
"alain pierre attalah",1984,"Arabic"
"sarah amer attar",2012,"Arabic"
"mehdi attar ashrafi",1976,"Persian"
"ali gkhan attarolu",1984,"Turkey"
"manu attri",2016,"India"
"apti khamzatovich aukhadov",2012,"Slawic"
"jos luis aussn surez",1964,"Hispanic"
"evaristo avalos galindo",1968,"Hispanic"
"olga avalosappell",1992,"Hispanic"
"fatih avan",2012,"Turkey"
"izzet avc",1984,"Turkey"
"mustafa avcioluakmak",1936,"Turkey"
"anton alekseyevich avdeyev",2008,"Slawic"
"mikhail aleksandrovich avdeyev",2004,"Slawic"
"anna mikhaylovna avdeyeva",2012,"Slawic"
"rafel aveleyra",1972,"Hispanic"
"nikolay sergeyevich averyanov",2004,"Slawic"
"yerdzhanik zhorayevna avetisyan",2000,"Slawic"
"eulalio avila senz",1960,"Hispanic"
"ismael avila",1972,"Hispanic"
"mariana avitia martnez",2008,"Hispanic"
"pavel avksentyev",1912,"Slawic"
"ruslan shamilyevich avleyev",2000,"Slawic"
"nazmi avluca",1996,"Turkey"
"roman valeriyovych avramenko",2008,"Slawic"
"nikita alekseyevich avtaneyev",2014,"Slawic"
"irina andreyevna avvakumova taktayeva",2014,"Slawic"
"hazem awaad",2000,"Arabic"
"ahmed awad ahmed abu alkhair",2012,"Arabic"
"eslam awad",2000,"Arabic"
"essam awad",1984,"Arabic"
"haitham elhusseini awad",2000,"Arabic"
"samy awad",1984,"Arabic"
"baraah awadallah marouane",2008,"Arabic"
"suguru awaji",2012,"Japan"
"mohd azizulhasni awang",2008,"SouthEastAsia"
"sumie awara",1976,"Japan"
"yeliz ay yldz",2004,"Turkey"
"labidi djaouadi ayachi",1964,"Arabic"
"ana yessica ayala muoz",1992,"Hispanic"
"antonio ayala arias",1968,"Hispanic"
"julin ayala navarrete",2016,"Hispanic"
"alpaslan ayan",1984,"Turkey"
"anis alayari",2004,"Arabic"
"hassine ayari",2012,"Arabic"
"hela alayari",2016,"Arabic"
"omrane ayari",1996,"Arabic"
"necdet ayaz",1984,"Turkey"
"mehmet ali aybar",1928,"Turkey"
"feridun aybars",1972,"Turkey"
"aleksey petrovich aydarov",1998,"Slawic"
"esma aydemir",2016,"Turkey"
"naz aydemir akyol",2012,"Turkey"
"sema aydemirapak",2012,"Turkey"
"merve aydn",2008,"Turkey"
"seluk aydn",2004,"Turkey"
"kelime aydnetinkaya",2002,"Turkey"
"anouar ayed",2000,"Arabic"
"makrem ayed",1996,"Arabic"
"burcu ayhan yksel",2012,"Turkey"
"sreyya ayhan kop",2000,"Turkey"
"ahmet ayk",1964,"Turkey"
"turgut ayka",1984,"Turkey"
"duygu aynac",2016,"Turkey"
"salehuddin sal ayob",1996,"SouthEastAsia"
"david valeryevich ayrapetyan",2008,"Slawic"
"ersinaydin ayrksa",1976,"Turkey"
"ahmet aytar",1952,"Turkey"
"kazm ayvaz",1960,"Turkey"
"ziya azak",1948,"Turkey"
"mohamed azar hazin",1976,"Persian"
"viktoriya fyodorovna vika azarenko",2008,"Slawic"
"ali reza azari arpanah",1992,"Persian"
"yelena yuryevna azarova",1996,"Slawic"
"jaime azcrraga romandia",1984,"Hispanic"
