"full_name","origin"
"fernando grassi","Hispanic"
"jone mary burr","AngloSaxon"
"beatriz hernandez","Hispanic"
"louis santini","French"
"krishna mohan menon","India"
"kumaravel krishnasami","India"
"eric siu","China"
"christoph tobias lante","German"
"peter andrew lucas","AngloSaxon"
"helmut heuser","German"
"carlos fernandez saez","Hispanic"
"ignacio balasch risueno","Hispanic"
"elio tonutti","Italian"
"oscar ramon ramos guiterrez","Hispanic"
"geoffrey jaques","AngloSaxon"
"tien te lee","SouthEastAsia"
"angel tolosa ruiz","Hispanic"
"adrian willis","AngloSaxon"
"walter panek","German"
"wolfgang badura","German"
"michael mccaul","AngloSaxon"
"jorge luis guedes alves","Hispanic"
"reiner viebahn","German"
"sung ho hwang","Korea"
"rhonda sue bartram","AngloSaxon"
"shuhei uchida","Japan"
"kalman magyar","EastEurope"
"luiz anderson de mattos","Hispanic"
"mounir fares","French"
"sangjun yoo","Korea"
"george konstadinidis","Greek"
"thibault chantier","French"
"troy marlar","AngloSaxon"
"christopher loving","AngloSaxon"
"sergio paulo simoes","Hispanic"
"jin young oh","Korea"
"samia mourah","French"
"kjell asbjorn hattland","Scandinavian"
"carlos moro calvo","Hispanic"
"carmen olmedo martin","Hispanic"
"nathalia giese","Hispanic"
"laurent delhaie","French"
"gwenaelle bonzi","French"
"leland knight","AngloSaxon"
"veronique buzenac settineri","French"
"erich hilgeroth","German"
"geza imre","EastEurope"
"sumit chandra","India"
"sergey nikolaevich seregin","Slavic"
"jrgen morgenstern","German"
"tae ho lee","Korea"
"arnika heissenberg","German"
"kishore saplay","India"
"george creigh","AngloSaxon"
"claudia ferrara koller","German"
"sandeep masrani","India"
"fabio de conti","Italian"
"danny cy wong","China"
"lucas andrew munns","AngloSaxon"
"michal pawel kasprzak","EastEurope"
"santosh rao","India"
"koichiro shin","Japan"
"oscar loaiza","Hispanic"
"keshav chintamani bhaktavatson","India"
"yulong ying","China"
"keeley michael kabala","AngloSaxon"
"helmut wulff","German"
" basappa","India"
"daidre syverson","AngloSaxon"
"james wilkins","AngloSaxon"
"david novo","Hispanic"
"bala singh","India"
"joseph finnerty","AngloSaxon"
"gregory stecker","German"
"lorena fernndez llorens","Hispanic"
"wayne ando","AngloSaxon"
"francesc mas gomez","Hispanic"
"giacomo solza","Italian"
"jozsef toth","EastEurope"
"teemu kankaanp","Scandinavian"
"satjit brar","India"
"hai in lee","SouthEastAsia"
"jayanta sengupta","India"
"ove lars jepsen","Scandinavian"
"oleg nikolaevich primachenko","Slavic"
"mria bakonyl","Hispanic"
"francois bignon","French"
"ludovico stramigioli","Italian"
"henrik sjoegren","Scandinavian"
"brent blakely","AngloSaxon"
"james twist","AngloSaxon"
"pralhad ambadas ganeshpure","India"
"liangkai ma","China"
"martti olavi ilmoniemi","Scandinavian"
"xiaoguo chen","China"
"duane terry","AngloSaxon"
"maria gobbi","Hispanic"
"andre eberlein","German"
"raimo kohtanen","Scandinavian"
"thomas greggs","AngloSaxon"
"giovanni signorelli","Italian"
"peter winsky","AngloSaxon"
"stephanie hernandez","Hispanic"
"byeong woo kim","Korea"
"jeon keun oh","Korea"
"helene emorine","French"
"frank guibert","French"
"antoine bouchard","French"
"carol taravel condat","Philippines"
"abhijit lahiri","India"
"mark lelkes","AngloSaxon"
"maria lupetini","Hispanic"
"keyur ruganathbhai ranipa","India"
"antonella alfonsi","Italian"
"hartmut huber","German"
"sang hyup   jugong apt lee","Korea"
"jean luc coulon","French"
"thomas richard schibli","German"
"karin reckmann","German"
"yanil zheng","Hispanic"
"michael ellzy","AngloSaxon"
"bhosale sadanand","India"
"piia linnainmaa","Scandinavian"
"murali cherukuri","India"
"james geza deak","AngloSaxon"
"baoguang yang","China"
"jerry corless","AngloSaxon"
"rajendra dwivedi","India"
"luciano gomes martins","Hispanic"
"ldia moreira lima","Hispanic"
"hud lawrence risley","AngloSaxon"
"shi hwan oh","China"
"takuro ishii","Japan"
"kohichi morino","Japan"
"jerzy rzepka","EastEurope"
"hakan englund","Scandinavian"
"christopher adam wronski","AngloSaxon"
"andrei marxovich korotkov","Slavic"
"jason zawodny","AngloSaxon"
"sebastien guenneau","French"
"bernd walzel","German"
"rodney johnston","AngloSaxon"
"francis deniau","French"
"sharath rajasekar","India"
"christophe lebaron","French"
"david renaud","French"
"joao vital","Hispanic"
"aakash khandelwal","India"
"roger yokoyama","Hispanic"
"noboru hotta","Japan"
"per ake lundstroem","Scandinavian"
"takuya miura","Japan"
"joseph andrews","AngloSaxon"
"jong hyun joo","Korea"
"masaru jimbo","Hispanic"
"lyle slack","AngloSaxon"
"hak kyu kim","SouthEastAsia"
"tae gyu chun","Korea"
"reinaldo maykot","Hispanic"
"aleksi filippov","Slavic"
"midori saura","Hispanic"
"susanna vaccaro","Italian"
"morselli giovanni","Italian"
"marcella de giorgi","Italian"
"giuseppe luigi banna","Italian"
"daniela de matos corte real","Hispanic"
"florent juvin","French"
"haruki minoshima","Japan"
"yuan li ping","China"
"vinod gopinath","India"
"herv klein","French"
"wilson pradeep","India"
"mingsheng shang","China"
"tianfeng ye","Korea"
"lowell mcculley","AngloSaxon"
"filippo mariani","Italian"
"adam tate","AngloSaxon"
"kenichi ohhashi","Japan"
"adam gaik","AngloSaxon"
"ole bjerrum","Scandinavian"
"paulina rodgers","AngloSaxon"
"kwan young chang","China"
"tao qiao","China"
"carlo barlocco","Italian"
"thomas klick","German"
"michael hahnel","German"
"carlos arthur leaes peixoto","Hispanic"
"juan antonio villarreal trevino","Hispanic"
"fredrik brustad mellbye","Scandinavian"
"rafael marquina audouard","Hispanic"
"yu taek lee","Korea"
"wencheng chen","China"
"jung chul heo","Korea"
"inaki alapont etxaniz","Hispanic"
"robert gurth glenn","AngloSaxon"
"jacques le feur","French"
"per lutkemeyer","Scandinavian"
"francoise franconville","French"
"vincent roblot","French"
"terry warkentin","German"
"james jackson milham henry","AngloSaxon"
"necmi ekici","Turkey"
"marcello burchianti","Italian"
"alexandr olegovich belash","Slavic"
"brian langsdorg","AngloSaxon"
"mark cragun","AngloSaxon"
"lori morton","AngloSaxon"
"kwangwoo chun","Korea"
"thomas zierten","AngloSaxon"
"shravan bharadwaj","India"
"michael lothenbach","AngloSaxon"
"kirsten boegh","Scandinavian"
"uday sharma","India"
"pasi maekelae","Scandinavian"
"jacques boton","French"
"james koers","AngloSaxon"
"ki yeol lee","Korea"
"diana salzburg","German"
"shyam sundar vaidyanathan","India"
"rodrigo favaron","Hispanic"
"paula maria das neves ferreira da silva","Hispanic"
"maximilian maung","German"
"josep antoni planell estany","Hispanic"
"guenter dungs","German"
"hege engan","Scandinavian"
"mitermayer galvao reis","Hispanic"
"stephane chauvin","French"
"walter zanoletti","Italian"
"woo chul kang","Korea"
"nicola genito","Italian"
"keith hing lam","China"
"renzo carrera","Hispanic"
"joseph  northrop grumman electro optical systems estrera","Philippines"
"yun rae cho","Korea"
"jia yang li","China"
"youjun yu","China"
"fernando jose nagle","Hispanic"
"shankarganesh kandasamy","India"
"arve byberg","Scandinavian"
"luca pattarello","Italian"
"jae won cha","Korea"
"byeong gwon jeon","Korea"
"eber calvini","Hispanic"
"alan macintyre","AngloSaxon"
"chang wan park","Korea"
"fangyu hu","China"
"stefan kowalski","German"
"hassane ait lahsen","French"
"kalpana mandal","India"
"franois poirier","French"
"matthew daniel demoss","AngloSaxon"
"bernard boekholt","French"
"jrg frantzeskos","German"
"steven alan jarrett","AngloSaxon"
"sven packendorff","German"
"cesar gutierrez perez","Hispanic"
"claus yding andersen","Scandinavian"
"supriya kummamuru","India"
"fortunato costa","Hispanic"
"gennaro bertrand","French"
"alessandro venditti","Italian"
"martin varsavsky waisman diamond","AngloSaxon"
"worth walters","AngloSaxon"
"zhipeng he","China"
"andreas dittler klingemann","German"
"michael budach","German"
"wlodzimierz grobelny","EastEurope"
"francois cortet","French"
"rajesh sangalge","India"
"rahul mahendrakumar gaywala","India"
"niamh hosking","AngloSaxon"
"edgar forrest jessee iii","Philippines"
"roy chan","China"
"friedrich konrad diecke","German"
"maria marcia murta","Hispanic"
"myung ryun jang","Korea"
"zhenfu ma","China"
"daniele rivolta","Italian"
"gigi galiana","Hispanic"
"geraldo maria ramos de godoy","Hispanic"
"claus henriksen","Scandinavian"
"antonio euclides jaques marques","Hispanic"
"marc mantel","German"
"vikrant agrawal","India"
"vladimir petrovich tikhonov","Slavic"
"bjarke gth","Scandinavian"
"andrzej kubalski","German"
"jiyong cho","Korea"
"tiezhu liang","China"
"jivan gulabrai bhatt","India"
"denis mencaraglia","Italian"
"balaiah swamy","India"
"stefan kerger","German"
"niels alf svensen","Scandinavian"
"gangyu ma","China"
"alan weeder","AngloSaxon"
"ranjit alapati","India"
"rajavelsamy ra jadurai","India"
"alessandro amadio","Italian"
"chon goo park","SouthEastAsia"
"izaskun miguel garcia","Hispanic"
"luigi conenna","Italian"
"franz erlemeyer","German"
"blanca gomez","Hispanic"
"james asnis","AngloSaxon"
"masami ninomiya","Japan"
"masahiro iino","Japan"
"andrei maratovich khadiev","Italian"
"chunxiu li","China"
"john larzelere","AngloSaxon"
"mirna bonaldo","Hispanic"
"chihhong liu","China"
"beijian li","China"
"roger newton","AngloSaxon"
"krishnamoorthi flat  chandrasekaran","India"
"jaesung yoon","Korea"
"dirk gain","German"
"emmanuelle boehm","French"
"luisa maria gomez sainero","Hispanic"
"imre gal","EastEurope"
"sangameshwar suryakant patil","India"
"jinfeng gao","China"
"josep malvehy guilera","Hispanic"
"luz acosta acevedo","Hispanic"
"frank boh","German"
"sang yong shim","Korea"
"dae op kim","Korea"
"jordi julve rubio","Hispanic"
"romuald greciet","French"
"hanumant borate","India"
"jonathan bloom","AngloSaxon"
"andrea fanfani","Italian"
"alejandro andueza","Hispanic"
"yumi heo","SouthEastAsia"
"laszlo orosz","EastEurope"
"lorella marturano","Italian"
"wynn westmoreland","AngloSaxon"
"corradino guerrasio","Italian"
"miguel nuno da silva leal rios","Hispanic"
"robert susick","AngloSaxon"
"behdad forghani","Persian"
"naum kaminsky","Jewish"
"harald leithner","German"
"prasad sudhakar","India"
"aritz suescun sanchez","Hispanic"
"joakim hogberg","Scandinavian"
"sunil kumar khare","India"
"anthony murer","French"
"wendell gayle hilton","AngloSaxon"
"leopold nigischer","German"
"roger freeman","AngloSaxon"
"manuel amaya calvo","Hispanic"
"steven sprague","AngloSaxon"
"praful ramchandra naik","India"
"chang bin jung","Korea"
"jose canales martinez","Hispanic"
"shiyi liu","China"
"erik faye lund","Scandinavian"
"shervin erfani","Persian"
"joseph marchand","French"
"harry druce","AngloSaxon"
"patrik zayas","Hispanic"
"scott david boxberger","German"
"siddhartha rai","India"
"rajasekar natarajan","India"
"siyuan liang","China"
"congyun li","China"
"cameron daniel","AngloSaxon"
"kazuyoshi iizuka","Japan"
"ignacio nolasco mompean","Hispanic"
"giles becket","AngloSaxon"
"vitalii vitalievich averianov","Slavic"
"joakim storck","Scandinavian"
"stefano osta","Italian"
"yannick faure","French"
"takehiko intellectual property dept fushimi","Japan"
"jean christophe senac","French"
"fredrik sjostrom","Scandinavian"
"kati lehtoranta","Scandinavian"
"mingjun zhang","China"
"ho jun kang","Korea"
"eric scott penner","German"
"byeong taek moon","Korea"
"federico fernandez tornero","Hispanic"
"helge hagen","Scandinavian"
" puthali","SouthEastAsia"
"cesar escobar blanco","Hispanic"
"huntly thomas","AngloSaxon"
"bjoern nolte","German"
"naresh mehta","India"
"ludovic perruchot","French"
"ervin werner jr","Philippines"
"jens fuerste","German"
"sang pill kim","Korea"
"tsutomu  sony corporation harada","Japan"
"sokolov vasily vasilyevich","Slavic"
"marcelo goncalves montes oca","Hispanic"
"kevin bertsch","German"
"gianluca de iasi","Italian"
"kouichi iwabuchi","Japan"
"margit bidlo","German"
"shivakumar cn","India"
"srinivasa chakravarthy","India"
"francois gauthier","French"
"marcin dominik bien","EastEurope"
"sang guk lee","Korea"
"sven stenberg","Scandinavian"
" sangeetha","India"
"richard darmon","French"
"rakshith shetty","India"
"jiasen li","China"
"hemanth maddhula","India"
"cosme llop","Hispanic"
"hubert kolb","German"
"valery mikhaylovich petukhov","Slavic"
"carlo veneziani","Italian"
"hartmut werner","German"
"chitra chauhan","India"
"aleksei konstantinovich popovich","Slavic"
"cornel mihai nicolescu","Italian"
"stphane tanrikulu","French"
"sergio baschieri","Italian"
"charles babinet","French"
"alberta arena","Italian"
"alan richard greenberg","AngloSaxon"
"alberto martinez cerezo","Hispanic"
"jeffrey eldridge","AngloSaxon"
"lapo bianchi","Italian"
"aranzazu otin acin","Hispanic"
"ravichandra srinivasa jupudi","India"
"darrell wilczynski","AngloSaxon"
"nanak madan","India"
"dietmar vornweg","German"
"william wear","AngloSaxon"
"jose renato barbosa de deus","Hispanic"
"pelayo camps garca","Hispanic"
"rattan ashok","India"
"jeremy velliquette","AngloSaxon"
"dave prchal","AngloSaxon"
"jason lakomiak","AngloSaxon"
"giovanni bardoni","Italian"
"rosangela sabbatini lopes","Hispanic"
"qiu lan","SouthEastAsia"
"tran than tung","SouthEastAsia"
"kimberley sadleir","AngloSaxon"
"viswanath kumar ganesan","India"
"jose manuel alvarado cendan","Hispanic"
"stefan wagler","German"
"laurent turc","French"
"nirav joshi","India"
"pavel fimin","Italian"
"ke xuan tang","China"
"young uk oh","Korea"
"chauncey herring","AngloSaxon"
"jeffrey matthew colville","AngloSaxon"
"david lumley","AngloSaxon"
"jose franco tarazaga","Hispanic"
"facundo sebastian lopez","Hispanic"
"david houlding","AngloSaxon"
"samudyatha chakki","India"
"michele rodegher","Italian"
"qingmin cheng","China"
"ilkka kruus","Scandinavian"
"chen shaolong","China"
"frederic hayet","French"
"miloslav novotny","EastEurope"
"lorenzo burgess","AngloSaxon"
" haug","German"
"michael gjedbo kragelund","Scandinavian"
"lola sanna","Italian"
"nicolas marie pierre godinot","French"
"archana shami","India"
"ignacio cuesta zavala","Hispanic"
"richard whitebread","AngloSaxon"
"jukka alho","Scandinavian"
"hidehiro higashi","Hispanic"
"arnaud peizerat","French"
"evgenij koupsin","German"
"vivek arthanari","India"
"michael goldenbogen","German"
"felipe garcia alcaide","Hispanic"
"tomi yiu","China"
"dale errington","AngloSaxon"
"balarka banerjee","India"
"johann denk","German"
"alexandr vasilievich filippov","Slavic"
"ii cotter","AngloSaxon"
"laurent rakotondrainibe","French"
"cristina gomez suarez","Hispanic"
"wolfgang humpsch","German"
"pramod surathkal","India"
"alessandro de barros","Hispanic"
"pablo aguil pastrana","Hispanic"
"jonathan reeve","AngloSaxon"
"ansari imran mohd","India"
"lee peyton","AngloSaxon"
"liying su","China"
"subramanyam gooty","India"
"silvia avila flores","Hispanic"
"sanjeev bedi","India"
"soeren theodorsen","Scandinavian"
"per vannebo","Scandinavian"
"jacob boye hansen","Scandinavian"
"luigi califano","Italian"
"robert giese","German"
"christian samuel perone","Italian"
"shifeng zhu","China"
"stefan nemeth","German"
"xavier goumain","French"
"rodolfo hernandez gutierrez","Hispanic"
"lisbeth palm","Scandinavian"
"mauricio lloreda","Hispanic"
"amelie hiolle","French"
" gani","SouthEastAsia"
"shannon schubert","German"
"jean michel simonnet","French"
"jennifer kaye flowers","AngloSaxon"
"albert isidro llobet","Hispanic"
"tibor schonfeld","German"
"masanori yoshimune","Japan"
"vronique burnier","French"
"matt kusz","AngloSaxon"
"maurizio cambursano","Italian"
"kevin mark ashcraft","AngloSaxon"
"junbo yun","China"
"kon lee","China"
"pierre imbaud","French"
"moacir bampi","Hispanic"
"david jarrell","AngloSaxon"
"mikel landa esparza","Hispanic"
"rahul nandurdikar","India"
"david coulter","AngloSaxon"
"lars ragnarsson","Scandinavian"
"aditya gore","India"
"vibhu norby","India"
"vadim veniaminovich kiyko","Slavic"
"roberto ducato","Italian"
"dario san martin molina","Hispanic"
"yun xu li","China"
"jrgen nolles","German"
"david chienju li","China"
"daniel edward shier","AngloSaxon"
"tuomas vuolle apiala","Scandinavian"
"luca pietranera","Italian"
"peter wayte","AngloSaxon"
"jiayang sun","China"
"shashikant saraiya","India"
"haiqing chen","China"
"shuxian zhang","China"
"wei cheng ong","China"
"chunyan zhou","China"
"schickaneder helmut","German"
"vincenzo corona","Italian"
"fernando perez gonzalez","Hispanic"
"ambati sailaja","India"
"richard hovsepian","AngloSaxon"
"do eon lee","Korea"
"lyle cohen","AngloSaxon"
"gi hyun seo","Korea"
"edward michael yusko","AngloSaxon"
"vijayakumar tumma","India"
"ernst ulrich blasberg","German"
"bjoern thoresen","Scandinavian"
"jinchang wu","China"
"ningyu yue","China"
"sheila dakhel plaza","Philippines"
"eckhard mauersberger","German"
"oleksander melnyk","Slavic"
"vidya ganapati kattige","India"
"zuyong wang","China"
"ruediger eckel","German"
"claus kristensen","Scandinavian"
"pankesh jhaveri","India"
"jose jr vilani oliveira","Hispanic"
"jung pil jin","Korea"
"hans peter loeffler","German"
"hans samuelson","Scandinavian"
"cleyson reis","Hispanic"
"karim besbes","French"
"robert hanford","AngloSaxon"
"zdzislaw marchwinski","AngloSaxon"
"didier lourman","French"
"peel sik jeon","Korea"
"jaakko vihril","Scandinavian"
"john preston arrington","AngloSaxon"
"oleksiy bragin","Slavic"
"xiaosen li","China"
"manuel valdes del fresno","Hispanic"
"jose poligono industrial la granadina boix jaen","Hispanic"
"mahesh uttekar","India"
"rafael burgos","Hispanic"
"raghu ram","India"
"prasad pmsvvsv","India"
